"","comuna","region","codigo_comuna","oportunidad_comuna","oportunidad_region","oportunidad_pais","semana","dia"
"5429","Queilen","Los Lagos",10207,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5430","Quellon","Los Lagos",10208,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5431","Quemchi","Los Lagos",10209,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5432","Quinchao","Los Lagos",10210,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5433","Rio Negro","Los Lagos",10305,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5434","San Juan de la Costa","Los Lagos",10306,0.666666666666667,0.753731343283582,0.721424677448664,33,2020-08-12
"5435","San Pablo","Los Lagos",10307,1,0.753731343283582,0.721424677448664,33,2020-08-12
"5436","Desconocido Los Lagos","Los Lagos",0,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5437","Corral","Los Ríos",14102,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5438","Futrono","Los Ríos",14202,1,0.916666666666667,0.721424677448664,33,2020-08-12
"5439","La Union","Los Ríos",14201,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5440","Lago Ranco","Los Ríos",14203,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5441","Lanco","Los Ríos",14103,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5442","Los Lagos","Los Ríos",14104,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5443","Mafil","Los Ríos",14105,1,0.916666666666667,0.721424677448664,33,2020-08-12
"5444","Mariquina","Los Ríos",14106,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5445","Paillaco","Los Ríos",14107,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5446","Panguipulli","Los Ríos",14108,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5447","Rio Bueno","Los Ríos",14204,1,0.916666666666667,0.721424677448664,33,2020-08-12
"5448","Valdivia","Los Ríos",14101,0.833333333333333,0.916666666666667,0.721424677448664,33,2020-08-12
"5449","Desconocido Los Rios","Los Ríos",0,NA,0.916666666666667,0.721424677448664,33,2020-08-12
"5450","Antartica","Magallanes",12202,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5451","Cabo de Hornos","Magallanes",12201,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5452","Laguna Blanca","Magallanes",12102,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5453","Natales","Magallanes",12401,1,0.818181818181818,0.721424677448664,33,2020-08-12
"5454","Porvenir","Magallanes",12301,0.666666666666667,0.818181818181818,0.721424677448664,33,2020-08-12
"5455","Primavera","Magallanes",12302,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5456","Punta Arenas","Magallanes",12101,0.823529411764706,0.818181818181818,0.721424677448664,33,2020-08-12
"5457","Rio Verde","Magallanes",12103,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5458","San Gregorio","Magallanes",12104,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5459","Timaukel","Magallanes",12303,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5460","Torres del Paine","Magallanes",12402,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5461","Desconocido Magallanes","Magallanes",0,NA,0.818181818181818,0.721424677448664,33,2020-08-12
"5462","Cauquenes","Maule",7201,0.666666666666667,0.681506849315068,0.721424677448664,33,2020-08-12
"5463","Chanco","Maule",7202,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5464","Colbun","Maule",7402,0.5,0.681506849315068,0.721424677448664,33,2020-08-12
"5465","Constitucion","Maule",7102,0.5,0.681506849315068,0.721424677448664,33,2020-08-12
"5466","Curepto","Maule",7103,1,0.681506849315068,0.721424677448664,33,2020-08-12
"5467","Curico","Maule",7301,0.534883720930233,0.681506849315068,0.721424677448664,33,2020-08-12
"5468","Empedrado","Maule",7104,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5469","Hualane","Maule",7302,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5470","Licanten","Maule",7303,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5471","Linares","Maule",7401,0.8,0.681506849315068,0.721424677448664,33,2020-08-12
"5472","Longavi","Maule",7403,0.75,0.681506849315068,0.721424677448664,33,2020-08-12
"5473","Maule","Maule",7105,0.862068965517241,0.681506849315068,0.721424677448664,33,2020-08-12
"5474","Molina","Maule",7304,0.75,0.681506849315068,0.721424677448664,33,2020-08-12
"5475","Parral","Maule",7404,1,0.681506849315068,0.721424677448664,33,2020-08-12
"5476","Pelarco","Maule",7106,1,0.681506849315068,0.721424677448664,33,2020-08-12
"5477","Pelluhue","Maule",7203,0.333333333333333,0.681506849315068,0.721424677448664,33,2020-08-12
"5478","Pencahue","Maule",7107,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5479","Rauco","Maule",7305,0,0.681506849315068,0.721424677448664,33,2020-08-12
"5480","Retiro","Maule",7405,0.833333333333333,0.681506849315068,0.721424677448664,33,2020-08-12
"5481","Rio Claro","Maule",7108,1,0.681506849315068,0.721424677448664,33,2020-08-12
"5482","Romeral","Maule",7306,0.181818181818182,0.681506849315068,0.721424677448664,33,2020-08-12
"5483","Sagrada Familia","Maule",7307,0.5,0.681506849315068,0.721424677448664,33,2020-08-12
"5484","San Clemente","Maule",7109,0.647058823529412,0.681506849315068,0.721424677448664,33,2020-08-12
"5485","San Javier","Maule",7406,0.692307692307692,0.681506849315068,0.721424677448664,33,2020-08-12
"5486","San Rafael","Maule",7110,1,0.681506849315068,0.721424677448664,33,2020-08-12
"5487","Talca","Maule",7101,0.666666666666667,0.681506849315068,0.721424677448664,33,2020-08-12
"5488","Teno","Maule",7308,0.857142857142857,0.681506849315068,0.721424677448664,33,2020-08-12
"5489","Vichuquen","Maule",7309,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5490","Villa Alegre","Maule",7407,0.8,0.681506849315068,0.721424677448664,33,2020-08-12
"5491","Yerbas Buenas","Maule",7408,0.5,0.681506849315068,0.721424677448664,33,2020-08-12
"5492","Desconocido Maule","Maule",0,NA,0.681506849315068,0.721424677448664,33,2020-08-12
"5493","Alhue","Metropolitana",13502,0.666666666666667,0.710748452447946,0.721424677448664,33,2020-08-12
"5494","Buin","Metropolitana",13402,0.684210526315789,0.710748452447946,0.721424677448664,33,2020-08-12
"5495","Calera de Tango","Metropolitana",13403,0.666666666666667,0.710748452447946,0.721424677448664,33,2020-08-12
"5496","Cerrillos","Metropolitana",13102,0.625,0.710748452447946,0.721424677448664,33,2020-08-12
"5497","Cerro Navia","Metropolitana",13103,0.720930232558139,0.710748452447946,0.721424677448664,33,2020-08-12
"5498","Colina","Metropolitana",13301,0.833333333333333,0.710748452447946,0.721424677448664,33,2020-08-12
"5499","Conchali","Metropolitana",13104,0.765957446808511,0.710748452447946,0.721424677448664,33,2020-08-12
"5500","Curacavi","Metropolitana",13503,0.947368421052632,0.710748452447946,0.721424677448664,33,2020-08-12
"5501","El Bosque","Metropolitana",13105,0.617647058823529,0.710748452447946,0.721424677448664,33,2020-08-12
"5502","El Monte","Metropolitana",13602,1,0.710748452447946,0.721424677448664,33,2020-08-12
"5503","Estacion Central","Metropolitana",13106,0.9,0.710748452447946,0.721424677448664,33,2020-08-12
"5504","Huechuraba","Metropolitana",13107,0.741935483870968,0.710748452447946,0.721424677448664,33,2020-08-12
"5505","Independencia","Metropolitana",13108,0.864864864864865,0.710748452447946,0.721424677448664,33,2020-08-12
"5506","Isla de Maipo","Metropolitana",13603,0.833333333333333,0.710748452447946,0.721424677448664,33,2020-08-12
"5507","La Cisterna","Metropolitana",13109,0.785714285714286,0.710748452447946,0.721424677448664,33,2020-08-12
"5508","La Florida","Metropolitana",13110,0.753424657534247,0.710748452447946,0.721424677448664,33,2020-08-12
"5509","La Granja","Metropolitana",13111,0.689655172413793,0.710748452447946,0.721424677448664,33,2020-08-12
"5510","La Pintana","Metropolitana",13112,0.672131147540984,0.710748452447946,0.721424677448664,33,2020-08-12
"5511","La Reina","Metropolitana",13113,0.65,0.710748452447946,0.721424677448664,33,2020-08-12
"5512","Lampa","Metropolitana",13302,0.761904761904762,0.710748452447946,0.721424677448664,33,2020-08-12
"5513","Las Condes","Metropolitana",13114,0.581395348837209,0.710748452447946,0.721424677448664,33,2020-08-12
"5514","Lo Barnechea","Metropolitana",13115,0.733333333333333,0.710748452447946,0.721424677448664,33,2020-08-12
"5515","Lo Espejo","Metropolitana",13116,0.625,0.710748452447946,0.721424677448664,33,2020-08-12
"5516","Lo Prado","Metropolitana",13117,0.783783783783784,0.710748452447946,0.721424677448664,33,2020-08-12
"5517","Macul","Metropolitana",13118,0.783783783783784,0.710748452447946,0.721424677448664,33,2020-08-12
"5518","Maipu","Metropolitana",13119,0.576923076923077,0.710748452447946,0.721424677448664,33,2020-08-12
"5519","Maria Pinto","Metropolitana",13504,0.333333333333333,0.710748452447946,0.721424677448664,33,2020-08-12
"5520","Melipilla","Metropolitana",13501,0.897435897435897,0.710748452447946,0.721424677448664,33,2020-08-12
"5521","Nunoa","Metropolitana",13120,0.666666666666667,0.710748452447946,0.721424677448664,33,2020-08-12
"5522","Padre Hurtado","Metropolitana",13604,0.727272727272727,0.710748452447946,0.721424677448664,33,2020-08-12
"5523","Paine","Metropolitana",13404,0.75,0.710748452447946,0.721424677448664,33,2020-08-12
"5524","Pedro Aguirre Cerda","Metropolitana",13121,0.666666666666667,0.710748452447946,0.721424677448664,33,2020-08-12
"5525","Penaflor","Metropolitana",13605,0.571428571428571,0.710748452447946,0.721424677448664,33,2020-08-12
"5526","Penalolen","Metropolitana",13122,0.771929824561403,0.710748452447946,0.721424677448664,33,2020-08-12
"5527","Pirque","Metropolitana",13202,0.833333333333333,0.710748452447946,0.721424677448664,33,2020-08-12
"5528","Providencia","Metropolitana",13123,0.428571428571429,0.710748452447946,0.721424677448664,33,2020-08-12
"5529","Pudahuel","Metropolitana",13124,0.67741935483871,0.710748452447946,0.721424677448664,33,2020-08-12
"5530","Puente Alto","Metropolitana",13201,0.782178217821782,0.710748452447946,0.721424677448664,33,2020-08-12
"5531","Quilicura","Metropolitana",13125,0.692307692307692,0.710748452447946,0.721424677448664,33,2020-08-12
"5532","Quinta Normal","Metropolitana",13126,0.833333333333333,0.710748452447946,0.721424677448664,33,2020-08-12
"5533","Recoleta","Metropolitana",13127,0.72972972972973,0.710748452447946,0.721424677448664,33,2020-08-12
"5534","Renca","Metropolitana",13128,0.480392156862745,0.710748452447946,0.721424677448664,33,2020-08-12
"5535","San Bernardo","Metropolitana",13401,0.627118644067797,0.710748452447946,0.721424677448664,33,2020-08-12
"5536","San Joaquin","Metropolitana",13129,0.703703703703704,0.710748452447946,0.721424677448664,33,2020-08-12
"5537","San Jose de Maipo","Metropolitana",13203,0.5,0.710748452447946,0.721424677448664,33,2020-08-12
"5538","San Miguel","Metropolitana",13130,0.645161290322581,0.710748452447946,0.721424677448664,33,2020-08-12
"5539","San Pedro","Metropolitana",13505,0.75,0.710748452447946,0.721424677448664,33,2020-08-12
"5540","San Ramon","Metropolitana",13131,0.761904761904762,0.710748452447946,0.721424677448664,33,2020-08-12
"5541","Santiago","Metropolitana",13101,0.71875,0.710748452447946,0.721424677448664,33,2020-08-12
"5542","Talagante","Metropolitana",13601,0.75,0.710748452447946,0.721424677448664,33,2020-08-12
"5543","Tiltil","Metropolitana",13303,0.666666666666667,0.710748452447946,0.721424677448664,33,2020-08-12
"5544","Vitacura","Metropolitana",13132,0.909090909090909,0.710748452447946,0.721424677448664,33,2020-08-12
"5545","Desconocido Metropolitana","Metropolitana",0,NA,0.710748452447946,0.721424677448664,33,2020-08-12
"5546","Chepica","O’Higgins",6302,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5547","Chimbarongo","O’Higgins",6303,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5548","Codegua","O’Higgins",6102,0.875,0.814634146341463,0.721424677448664,33,2020-08-12
"5549","Coinco","O’Higgins",6103,0,0.814634146341463,0.721424677448664,33,2020-08-12
"5550","Coltauco","O’Higgins",6104,0.785714285714286,0.814634146341463,0.721424677448664,33,2020-08-12
"5551","Donihue","O’Higgins",6105,0.4,0.814634146341463,0.721424677448664,33,2020-08-12
"5552","Graneros","O’Higgins",6106,0.909090909090909,0.814634146341463,0.721424677448664,33,2020-08-12
"5553","La Estrella","O’Higgins",6202,0,0.814634146341463,0.721424677448664,33,2020-08-12
"5554","Las Cabras","O’Higgins",6107,0.333333333333333,0.814634146341463,0.721424677448664,33,2020-08-12
"5555","Litueche","O’Higgins",6203,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5556","Lolol","O’Higgins",6304,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5557","Machali","O’Higgins",6108,0.833333333333333,0.814634146341463,0.721424677448664,33,2020-08-12
"5558","Malloa","O’Higgins",6109,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5559","Marchihue","O’Higgins",6204,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5560","Mostazal","O’Higgins",6110,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5561","Nancagua","O’Higgins",6305,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5562","Navidad","O’Higgins",6205,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5563","Olivar","O’Higgins",6111,0.875,0.814634146341463,0.721424677448664,33,2020-08-12
"5564","Palmilla","O’Higgins",6306,0,0.814634146341463,0.721424677448664,33,2020-08-12
"5565","Paredones","O’Higgins",6206,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5566","Peralillo","O’Higgins",6307,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5567","Peumo","O’Higgins",6112,0.8,0.814634146341463,0.721424677448664,33,2020-08-12
"5568","Pichidegua","O’Higgins",6113,0.5,0.814634146341463,0.721424677448664,33,2020-08-12
"5569","Pichilemu","O’Higgins",6201,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5570","Placilla","O’Higgins",6308,0,0.814634146341463,0.721424677448664,33,2020-08-12
"5571","Pumanque","O’Higgins",6309,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5572","Quinta de Tilcoco","O’Higgins",6114,1,0.814634146341463,0.721424677448664,33,2020-08-12
"5573","Rancagua","O’Higgins",6101,0.873239436619718,0.814634146341463,0.721424677448664,33,2020-08-12
"5574","Rengo","O’Higgins",6115,0.75,0.814634146341463,0.721424677448664,33,2020-08-12
"5575","Requinoa","O’Higgins",6116,0.5,0.814634146341463,0.721424677448664,33,2020-08-12
"5576","San Fernando","O’Higgins",6301,0.684210526315789,0.814634146341463,0.721424677448664,33,2020-08-12
"5577","San Vicente","O’Higgins",6117,0.769230769230769,0.814634146341463,0.721424677448664,33,2020-08-12
"5578","Santa Cruz","O’Higgins",6310,0.9,0.814634146341463,0.721424677448664,33,2020-08-12
"5579","Desconocido O’Higgins","O’Higgins",0,NA,0.814634146341463,0.721424677448664,33,2020-08-12
"5580","Alto Hospicio","Tarapacá",1107,0.854838709677419,0.828877005347594,0.721424677448664,33,2020-08-12
"5581","Camina","Tarapacá",1402,0.5,0.828877005347594,0.721424677448664,33,2020-08-12
"5582","Colchane","Tarapacá",1403,1,0.828877005347594,0.721424677448664,33,2020-08-12
"5583","Huara","Tarapacá",1404,0.75,0.828877005347594,0.721424677448664,33,2020-08-12
"5584","Iquique","Tarapacá",1101,0.779069767441861,0.828877005347594,0.721424677448664,33,2020-08-12
"5585","Pica","Tarapacá",1405,0.909090909090909,0.828877005347594,0.721424677448664,33,2020-08-12
"5586","Pozo Almonte","Tarapacá",1401,0.952380952380952,0.828877005347594,0.721424677448664,33,2020-08-12
"5587","Desconocido Tarapaca","Tarapacá",0,NA,0.828877005347594,0.721424677448664,33,2020-08-12
"5588","Algarrobo","Valparaíso",5602,0,0.681318681318681,0.721424677448664,33,2020-08-12
"5589","Cabildo","Valparaíso",5402,0.75,0.681318681318681,0.721424677448664,33,2020-08-12
"5590","Calera","Valparaíso",5502,0.64,0.681318681318681,0.721424677448664,33,2020-08-12
"5591","Calle Larga","Valparaíso",5302,1,0.681318681318681,0.721424677448664,33,2020-08-12
"5592","Cartagena","Valparaíso",5603,1,0.681318681318681,0.721424677448664,33,2020-08-12
"5593","Casablanca","Valparaíso",5102,0.583333333333333,0.681318681318681,0.721424677448664,33,2020-08-12
"5594","Catemu","Valparaíso",5702,0.4,0.681318681318681,0.721424677448664,33,2020-08-12
"5595","Concon","Valparaíso",5103,0,0.681318681318681,0.721424677448664,33,2020-08-12
"5596","El Quisco","Valparaíso",5604,0.6,0.681318681318681,0.721424677448664,33,2020-08-12
"5597","El Tabo","Valparaíso",5605,0.666666666666667,0.681318681318681,0.721424677448664,33,2020-08-12
"5598","Hijuelas","Valparaíso",5503,0.5,0.681318681318681,0.721424677448664,33,2020-08-12
"5599","Isla de Pascua","Valparaíso",5201,NA,0.681318681318681,0.721424677448664,33,2020-08-12
"5600","Juan Fernandez","Valparaíso",5104,NA,0.681318681318681,0.721424677448664,33,2020-08-12
"5601","La Cruz","Valparaíso",5504,0.714285714285714,0.681318681318681,0.721424677448664,33,2020-08-12
"5602","La Ligua","Valparaíso",5401,0.692307692307692,0.681318681318681,0.721424677448664,33,2020-08-12
"5603","Limache","Valparaíso",5802,0.5,0.681318681318681,0.721424677448664,33,2020-08-12
"5604","Llaillay","Valparaíso",5703,0,0.681318681318681,0.721424677448664,33,2020-08-12
"5605","Los Andes","Valparaíso",5301,0.8,0.681318681318681,0.721424677448664,33,2020-08-12
"5606","Nogales","Valparaíso",5506,0.944444444444444,0.681318681318681,0.721424677448664,33,2020-08-12
"5607","Olmue","Valparaíso",5803,0.823529411764706,0.681318681318681,0.721424677448664,33,2020-08-12
"5608","Panquehue","Valparaíso",5704,1,0.681318681318681,0.721424677448664,33,2020-08-12
"5609","Papudo","Valparaíso",5403,NA,0.681318681318681,0.721424677448664,33,2020-08-12
"5610","Petorca","Valparaíso",5404,0.857142857142857,0.681318681318681,0.721424677448664,33,2020-08-12
"5611","Puchuncavi","Valparaíso",5105,0.6,0.681318681318681,0.721424677448664,33,2020-08-12
"5612","Putaendo","Valparaíso",5705,1,0.681318681318681,0.721424677448664,33,2020-08-12
"5613","Quillota","Valparaíso",5501,0.744186046511628,0.681318681318681,0.721424677448664,33,2020-08-12
"5614","Quilpue","Valparaíso",5801,0.65625,0.681318681318681,0.721424677448664,33,2020-08-12
"5615","Quintero","Valparaíso",5107,0.4,0.681318681318681,0.721424677448664,33,2020-08-12
"5616","Rinconada","Valparaíso",5303,NA,0.681318681318681,0.721424677448664,33,2020-08-12
